
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;nordea generationsfond 50-tal;nordea generationsfond 60-tal;nordea generationsfond 70-tal;nordea generationsfond 80-tal;nordea generationsfond 90-tal;nordea generationsfond senior;nordea global;nordea indienfond;nordea kinafond;nordea obligationsfond;nordea realräntefond;nordea småbolagsfond norden;nordea stratega ränta;nordea swedish bond stars;nordea swedish stars;odin emerging markets c;odin fastighet c;
2023-05-22;-0,065;-0,100;-0,113;-0,113;-0,112;-0,061;-0,121;-0,110;-0,041;-0,034;-0,024;-0,091;-0,043;-0,041;-0,052;-0,084;-0,090;
2023-05-23;-0,066;-0,101;-0,113;-0,113;-0,112;-0,062;-0,120;-0,106;-0,045;-0,034;-0,024;-0,089;-0,044;-0,042;-0,052;-0,084;-0,079;
2023-05-24;-0,068;-0,105;-0,117;-0,118;-0,117;-0,063;-0,123;-0,103;-0,048;-0,033;-0,022;-0,095;-0,043;-0,042;-0,061;-0,086;-0,090;
2023-05-25;-0,069;-0,102;-0,112;-0,113;-0,112;-0,064;-0,117;-0,097;-0,053;-0,035;-0,022;-0,094;-0,044;-0,043;-0,060;-0,081;-0,093;
2023-05-26;;-0,101;-0,110;-0,111;-0,110;;-0,114;-0,094;;;;;-0,045;;;-0,076;-0,093;
2023-05-29;-0,068;;;;;-0,063;;;;-0,035;-0,022;-0,096;;-0,042;-0,059;;;
2023-05-30;-0,067;-0,098;-0,106;-0,107;-0,106;-0,063;-0,108;-0,090;-0,053;-0,034;-0,023;-0,097;-0,043;-0,042;-0,056;-0,073;-0,099;
2023-05-31;-0,068;-0,101;-0,111;-0,111;-0,110;-0,063;-0,112;-0,092;-0,059;-0,032;-0,022;-0,099;-0,042;-0,042;-0,063;-0,080;-0,112;
2023-06-01;-0,068;-0,101;-0,111;-0,111;-0,110;-0,063;-0,111;-0,092;-0,058;-0,032;-0,023;-0,101;-0,042;-0,041;-0,063;-0,075;-0,114;
2023-06-02;-0,066;-0,097;-0,106;-0,107;-0,106;-0,062;-0,109;-0,095;-0,044;-0,033;-0,023;-0,090;-0,042;-0,042;-0,056;-0,072;-0,088;
2023-06-05;-0,066;-0,093;-0,099;-0,099;-0,099;-0,062;-0,100;-0,088;-0,038;-0,035;-0,024;-0,089;-0,042;-0,042;-0,057;-0,068;-0,077;
2023-06-07;-0,066;-0,093;-0,100;-0,100;-0,099;-0,062;-0,103;-0,085;-0,037;-0,035;-0,024;-0,091;-0,042;-0,042;-0,054;-0,065;-0,076;
2023-06-08;-0,066;-0,095;-0,102;-0,102;-0,102;-0,062;-0,104;-0,086;-0,038;-0,035;-0,024;-0,096;-0,043;-0,042;-0,056;-0,069;-0,082;
2023-06-09;-0,065;-0,093;-0,099;-0,100;-0,099;-0,062;-0,100;-0,088;-0,035;-0,035;-0,025;-0,093;-0,042;-0,042;-0,056;-0,067;-0,079;
2023-06-12;-0,065;-0,093;-0,100;-0,100;-0,100;-0,061;-0,102;-0,087;-0,033;-0,033;-0,025;-0,092;-0,041;-0,041;-0,056;-0,058;-0,078;
2023-06-13;-0,064;-0,091;-0,097;-0,098;-0,097;-0,061;-0,099;-0,086;-0,027;-0,034;-0,026;-0,090;-0,042;-0,041;-0,053;-0,063;-0,087;
2023-06-14;-0,064;-0,091;-0,098;-0,099;-0,098;-0,061;-0,102;-0,086;-0,030;-0,036;-0,025;-0,091;-0,042;-0,042;-0,053;-0,065;-0,086;
2023-06-15;-0,065;-0,091;-0,098;-0,098;-0,098;-0,062;-0,101;-0,085;-0,015;-0,037;-0,025;-0,095;-0,043;-0,042;-0,055;-0,062;-0,089;
2023-06-16;-0,064;-0,089;-0,096;-0,096;-0,096;-0,062;-0,099;-0,086;-0,015;-0,038;-0,026;-0,096;-0,043;-0,043;-0,052;-0,055;-0,091;
2023-06-19;-0,065;;;;;-0,062;;-0,083;-0,014;-0,038;-0,026;-0,102;-0,043;-0,043;-0,055;-0,052;-0,100;
2023-06-20;-0,065;-0,090;-0,095;-0,095;-0,095;-0,062;-0,095;-0,080;-0,019;-0,037;-0,026;-0,104;-0,043;-0,043;-0,056;-0,051;-0,109;
2023-06-21;-0,066;-0,093;-0,099;-0,100;-0,099;-0,063;-0,099;-0,082;-0,032;-0,039;-0,027;-0,109;-0,043;-0,043;-0,061;-0,054;-0,111;
2023-06-22;-0,067;-0,095;-0,103;-0,103;-0,102;-0,064;-0,102;-0,087;;-0,040;-0,029;-0,111;-0,044;-0,043;-0,065;;-0,114;
2023-06-26;-0,067;-0,095;-0,103;-0,103;-0,103;-0,064;-0,101;-0,087;-0,044;-0,038;-0,027;-0,115;-0,043;-0,043;-0,065;-0,063;-0,118;
2023-06-27;;;;;;;;-0,084;;;;;;;;;;
2023-06-28;-0,066;-0,092;-0,098;-0,098;-0,098;-0,063;-0,096;;-0,033;-0,037;-0,027;-0,108;-0,043;-0,043;-0,061;-0,056;-0,110;
2023-06-29;-0,066;-0,089;-0,094;-0,095;-0,094;-0,063;-0,090;;-0,037;-0,038;-0,028;-0,105;-0,044;-0,043;-0,056;-0,057;-0,111;
2023-06-30;-0,065;-0,088;-0,093;-0,093;-0,093;-0,062;-0,090;-0,074;-0,036;-0,039;-0,028;-0,102;-0,044;-0,043;-0,053;-0,053;-0,103;
2023-07-03;-0,065;-0,086;-0,091;-0,091;-0,091;-0,062;-0,087;-0,072;-0,025;-0,039;-0,028;-0,105;-0,044;-0,043;-0,056;-0,049;-0,100;
2023-07-04;-0,064;;;;;-0,062;;-0,073;-0,023;-0,039;-0,029;-0,099;-0,043;-0,043;-0,056;-0,047;-0,079;
2023-07-05;;;;;;;;;;;;;;;;;;
2023-07-06;-0,067;-0,090;-0,094;-0,095;-0,094;-0,064;-0,089;-0,066;-0,035;-0,040;-0,030;-0,107;-0,045;-0,043;-0,062;-0,046;-0,084;
2023-07-07;-0,067;-0,091;-0,095;-0,095;-0,095;-0,064;-0,090;-0,070;-0,038;-0,040;-0,029;-0,106;-0,045;-0,043;-0,063;-0,050;-0,088;
2023-07-10;-0,068;-0,092;-0,097;-0,098;-0,097;-0,065;-0,094;-0,072;-0,037;-0,041;-0,030;-0,109;-0,046;-0,043;-0,064;-0,053;-0,094;
2023-07-11;-0,068;-0,094;-0,100;-0,100;-0,100;-0,065;-0,098;-0,076;-0,037;-0,042;-0,031;-0,110;-0,046;-0,044;-0,065;-0,056;-0,090;
2023-07-12;-0,067;-0,093;-0,101;-0,101;-0,101;-0,064;-0,102;-0,080;-0,037;-0,041;-0,030;-0,109;-0,045;-0,043;-0,063;-0,057;-0,078;
2023-07-13;-0,066;-0,095;-0,105;-0,105;-0,105;-0,062;-0,109;-0,091;-0,040;-0,037;-0,027;-0,113;-0,043;-0,042;-0,062;-0,060;-0,079;
2023-07-14;-0,066;-0,094;-0,104;-0,104;-0,103;-0,063;-0,107;-0,089;-0,040;-0,038;-0,026;-0,115;-0,042;-0,043;-0,064;-0,062;-0,089;
2023-07-17;-0,066;-0,095;-0,105;-0,105;-0,104;-0,063;-0,107;-0,087;-0,040;-0,038;-0,026;-0,121;-0,043;-0,042;-0,066;-0,061;-0,093;
2023-07-18;-0,064;-0,094;-0,103;-0,104;-0,103;-0,061;-0,105;-0,089;-0,050;-0,034;-0,023;-0,120;-0,041;-0,041;-0,063;-0,063;-0,086;
2023-07-19;-0,063;-0,092;-0,102;-0,102;-0,102;-0,060;-0,103;-0,088;-0,051;-0,034;-0,023;-0,115;-0,040;-0,041;-0,062;-0,064;-0,071;
2023-07-20;-0,063;-0,091;-0,101;-0,101;-0,101;-0,060;-0,101;-0,082;-0,053;-0,036;-0,024;-0,118;-0,041;-0,041;-0,062;-0,063;-0,070;
2023-07-21;-0,063;-0,090;-0,099;-0,099;-0,099;-0,060;-0,099;-0,080;-0,045;-0,036;-0,024;-0,117;-0,041;-0,041;-0,058;-0,055;-0,069;
2023-07-24;-0,062;-0,089;-0,098;-0,098;-0,098;-0,059;-0,098;-0,081;-0,051;-0,034;-0,023;-0,117;-0,040;-0,041;-0,056;-0,054;-0,066;
2023-07-25;-0,061;-0,087;-0,095;-0,095;-0,095;-0,059;-0,096;-0,079;-0,029;-0,035;-0,023;-0,115;-0,041;-0,041;-0,054;-0,049;-0,067;
2023-07-26;-0,062;-0,088;-0,096;-0,096;-0,095;-0,060;-0,096;-0,081;-0,033;-0,036;-0,024;-0,116;-0,041;-0,041;-0,056;-0,051;-0,065;
2023-07-27;-0,060;-0,084;-0,091;-0,091;-0,091;-0,058;-0,091;-0,087;-0,032;-0,035;-0,022;-0,113;-0,040;-0,041;-0,052;-0,050;-0,062;
2023-07-28;-0,061;-0,085;-0,091;-0,091;-0,091;-0,059;-0,090;-0,080;-0,013;-0,036;-0,022;-0,114;-0,041;-0,040;-0,052;-0,043;-0,062;
2023-07-31;-0,061;-0,085;-0,091;-0,091;-0,091;-0,059;-0,090;-0,079;-0,011;-0,036;-0,023;-0,114;-0,041;-0,041;-0,052;-0,044;-0,063;
2023-08-01;-0,061;-0,083;-0,089;-0,089;-0,089;-0,059;-0,086;-0,075;-0,011;-0,037;-0,023;-0,115;-0,041;-0,041;-0,053;-0,041;-0,069;
2023-08-02;-0,062;-0,085;-0,091;-0,091;-0,091;-0,059;-0,088;-0,079;-0,018;-0,037;-0,023;-0,117;-0,041;-0,040;-0,057;-0,045;-0,073;
2023-08-03;;;;;;;;;;;;;;;;;;
2023-08-04;-0,064;-0,090;-0,098;-0,098;-0,098;-0,061;-0,096;-0,081;-0,014;-0,040;-0,025;-0,119;-0,042;-0,041;-0,062;-0,046;-0,067;
2023-08-07;-0,064;-0,090;-0,098;-0,098;-0,098;-0,061;-0,095;-0,080;-0,019;-0,041;-0,025;-0,120;-0,042;-0,041;-0,061;-0,049;-0,073;
2023-08-08;-0,063;-0,089;-0,096;-0,097;-0,096;-0,061;-0,092;-0,077;-0,022;-0,038;-0,023;-0,120;-0,041;-0,041;-0,061;-0,047;-0,076;
2023-08-09;-0,063;-0,089;-0,096;-0,096;-0,095;-0,060;-0,092;-0,077;-0,021;-0,039;-0,024;-0,118;-0,041;-0,041;-0,056;-0,048;-0,072;
2023-08-10;-0,062;-0,088;-0,096;-0,096;-0,095;-0,060;-0,092;-0,081;-0,023;-0,039;-0,025;-0,116;-0,041;-0,041;-0,055;-0,048;-0,055;
2023-08-11;-0,064;-0,088;-0,094;-0,095;-0,094;-0,061;-0,089;-0,075;-0,026;-0,041;-0,026;-0,117;-0,042;-0,041;-0,057;-0,049;-0,064;
2023-08-14;-0,064;-0,088;-0,094;-0,095;-0,094;-0,061;-0,088;-0,075;-0,031;-0,042;-0,027;-0,121;-0,042;-0,041;-0,058;-0,050;-0,062;
2023-08-15;-0,065;-0,090;-0,096;-0,097;-0,096;-0,062;-0,090;;;-0,043;-0,028;-0,123;;-0,041;-0,060;-0,055;-0,068;
2023-08-16;-0,065;-0,090;-0,097;-0,097;-0,097;-0,062;-0,090;-0,071;-0,040;-0,042;-0,027;-0,123;-0,043;-0,041;-0,061;-0,054;-0,069;
2023-08-17;-0,066;-0,092;-0,099;-0,099;-0,099;-0,062;-0,092;-0,071;-0,037;-0,043;-0,028;-0,128;-0,043;-0,041;-0,066;-0,054;-0,079;
2023-08-18;-0,067;-0,094;-0,101;-0,101;-0,101;-0,063;-0,093;-0,068;-0,043;-0,043;-0,028;-0,132;-0,043;-0,041;-0,069;-0,055;-0,091;
2023-08-21;-0,067;-0,093;-0,100;-0,100;-0,099;-0,063;-0,090;-0,070;-0,052;-0,045;-0,029;-0,132;-0,044;-0,041;-0,068;-0,055;-0,101;
2023-08-22;-0,067;-0,093;-0,099;-0,099;-0,099;-0,063;-0,089;-0,067;-0,047;-0,045;-0,029;-0,131;-0,044;-0,041;-0,069;-0,053;-0,097;
2023-08-23;-0,065;-0,091;-0,097;-0,098;-0,097;-0,062;-0,089;-0,062;-0,046;-0,042;-0,026;-0,129;-0,043;-0,040;-0,068;-0,049;-0,090;
2023-08-24;-0,064;-0,089;-0,094;-0,094;-0,094;-0,061;-0,085;-0,063;-0,036;-0,041;-0,027;-0,128;-0,042;-0,040;-0,067;-0,046;-0,090;
2023-08-25;-0,066;-0,091;-0,097;-0,097;-0,097;-0,062;-0,088;-0,063;-0,044;-0,042;-0,028;-0,128;-0,042;-0,040;-0,067;-0,049;-0,092;
2023-08-28;;;;;;;;;;;;;;;;;;
2023-08-29;-0,064;-0,088;-0,093;-0,093;-0,092;-0,061;-0,084;-0,061;-0,029;-0,042;-0,027;-0,124;-0,042;-0,040;-0,062;-0,044;-0,086;
2023-08-30;-0,063;-0,087;-0,093;-0,093;-0,093;-0,060;-0,085;-0,065;-0,036;-0,041;-0,027;-0,122;-0,041;-0,040;-0,062;-0,046;-0,087;
2023-08-31;-0,062;-0,085;-0,090;-0,090;-0,090;-0,059;-0,081;-0,064;-0,036;-0,040;-0,026;-0,119;-0,041;-0,039;-0,061;-0,047;-0,080;
2023-09-01;-0,062;-0,084;-0,088;-0,088;-0,088;-0,059;-0,078;-0,058;;-0,040;-0,026;-0,117;-0,040;-0,039;-0,062;-0,045;-0,083;
2023-09-04;-0,062;;;;;-0,059;;-0,055;-0,021;-0,041;-0,027;-0,114;-0,041;-0,039;-0,060;-0,040;-0,080;
2023-09-05;;;;;;;;;;;;;;;;;;
2023-09-06;-0,063;-0,085;-0,088;-0,088;-0,088;-0,060;-0,078;-0,054;-0,026;-0,041;-0,027;-0,121;-0,042;-0,039;-0,059;-0,040;-0,082;
2023-09-07;-0,064;-0,086;-0,090;-0,090;-0,090;-0,061;-0,079;-0,050;-0,040;-0,042;-0,027;-0,124;-0,042;-0,039;-0,064;-0,044;-0,093;
2023-09-08;-0,064;-0,087;-0,091;-0,092;-0,091;-0,061;-0,079;-0,046;;-0,042;-0,027;-0,125;-0,042;-0,039;-0,066;-0,042;-0,089;
2023-09-11;-0,063;-0,086;-0,090;-0,090;-0,090;-0,060;-0,078;-0,044;-0,039;-0,042;-0,027;-0,125;-0,042;-0,039;-0,064;-0,042;-0,086;
2023-09-12;-0,063;-0,086;-0,089;-0,090;-0,089;-0,060;-0,077;-0,050;-0,041;-0,042;-0,027;-0,127;-0,042;-0,039;-0,063;-0,039;-0,093;
2023-09-13;-0,064;-0,086;-0,090;-0,091;-0,090;-0,061;-0,077;-0,049;-0,043;-0,042;-0,027;-0,131;-0,042;-0,040;-0,065;-0,040;-0,092;
2023-09-14;-0,062;-0,083;-0,086;-0,086;-0,086;-0,059;-0,072;-0,045;-0,044;-0,040;-0,026;-0,125;-0,041;-0,039;-0,063;-0,039;-0,082;
2023-09-15;-0,062;-0,082;-0,085;-0,086;-0,085;-0,059;-0,073;-0,041;-0,040;-0,041;-0,027;-0,124;-0,041;-0,039;-0,061;-0,038;-0,083;
2023-09-18;-0,063;-0,084;-0,087;-0,087;-0,086;-0,060;-0,073;-0,042;-0,042;-0,042;-0,028;-0,129;-0,042;-0,039;-0,063;-0,045;-0,098;
2023-09-19;-0,063;-0,086;-0,090;-0,090;-0,090;-0,060;-0,078;;-0,046;-0,043;-0,028;-0,132;-0,042;-0,039;-0,066;-0,047;-0,097;
2023-09-20;-0,062;-0,086;-0,090;-0,090;-0,090;-0,060;-0,079;-0,051;-0,053;-0,042;-0,028;-0,130;-0,042;-0,039;-0,061;-0,047;-0,078;
2023-09-21;-0,064;-0,088;-0,093;-0,093;-0,093;-0,061;-0,081;-0,049;-0,055;-0,043;-0,028;-0,128;-0,042;-0,039;-0,062;-0,052;-0,082;
2023-09-22;-0,065;-0,091;-0,096;-0,097;-0,096;-0,061;-0,085;-0,051;-0,045;-0,043;-0,027;-0,132;-0,042;-0,039;-0,064;-0,049;-0,087;
2023-09-25;-0,065;-0,093;-0,101;-0,101;-0,100;-0,061;-0,090;-0,058;-0,056;-0,044;-0,028;-0,141;-0,043;-0,039;-0,069;-0,053;-0,085;
2023-09-26;;;;;;;;;;;;;;;;;;
2023-09-27;-0,066;-0,096;-0,105;-0,105;-0,105;-0,061;-0,095;-0,057;-0,060;-0,043;-0,027;-0,149;-0,043;-0,039;-0,072;-0,062;-0,106;
2023-09-28;-0,067;-0,098;-0,107;-0,107;-0,107;-0,063;-0,096;-0,061;-0,065;-0,046;-0,030;-0,150;-0,045;-0,039;-0,074;-0,059;-0,100;
2023-09-29;-0,065;-0,096;-0,105;-0,105;-0,104;-0,061;-0,096;-0,062;-0,060;-0,043;-0,028;-0,143;-0,043;-0,039;-0,068;-0,060;-0,095;
2023-10-02;-0,067;-0,098;-0,106;-0,106;-0,106;-0,062;-0,096;;;-0,044;-0,029;-0,144;-0,044;-0,039;-0,070;;-0,099;
2023-10-03;-0,068;-0,099;-0,107;-0,107;-0,107;-0,063;-0,096;-0,055;-0,062;-0,046;-0,030;-0,149;-0,045;-0,039;-0,074;-0,060;-0,110;
2023-10-06;;;;;;;;;;;;;;;;;;
2023-10-09;;;;;;;;;;;;;;;;;;
2023-10-10;-0,065;-0,096;-0,104;-0,105;-0,104;-0,061;-0,093;-0,061;-0,057;-0,043;-0,028;-0,143;-0,043;-0,038;-0,068;-0,061;-0,096;
2023-10-11;-0,064;-0,094;-0,102;-0,103;-0,102;-0,060;-0,092;-0,058;-0,052;-0,041;-0,027;-0,141;-0,042;-0,037;-0,065;-0,059;-0,093;
2023-10-12;;;;;;;;;;;;;;;;;;
2023-10-13;-0,065;-0,094;-0,101;-0,102;-0,101;-0,060;-0,088;-0,057;-0,054;-0,041;-0,027;-0,146;-0,043;-0,038;-0,062;-0,063;-0,101;
2023-10-16;-0,065;-0,096;-0,104;-0,104;-0,104;-0,061;-0,090;-0,058;-0,061;-0,043;-0,028;-0,149;-0,043;-0,038;-0,064;-0,064;-0,097;
2023-10-17;-0,066;-0,098;-0,106;-0,106;-0,106;-0,062;-0,092;-0,057;-0,061;-0,044;-0,029;-0,156;-0,044;-0,038;-0,071;-0,067;-0,109;
2023-10-18;-0,067;-0,098;-0,106;-0,106;-0,106;-0,062;-0,090;-0,058;-0,063;-0,044;-0,028;-0,157;-0,045;-0,038;-0,070;-0,068;-0,116;
2023-10-19;-0,068;-0,101;-0,110;-0,110;-0,110;-0,063;-0,094;-0,059;-0,071;-0,045;-0,028;-0,162;-0,045;-0,038;-0,075;-0,070;-0,125;
2023-10-20;-0,069;-0,105;-0,115;-0,116;-0,115;-0,064;-0,100;-0,062;-0,079;-0,045;-0,028;-0,163;-0,046;-0,038;-0,081;-0,071;-0,122;
2023-10-23;-0,070;-0,106;-0,117;-0,117;-0,116;-0,065;-0,100;-0,065;;-0,045;-0,028;-0,171;-0,046;-0,038;-0,087;-0,075;-0,128;
2023-10-24;-0,069;-0,104;-0,114;-0,114;-0,114;-0,063;-0,098;;-0,075;-0,044;-0,028;-0,165;-0,044;-0,038;-0,086;-0,071;-0,123;
2023-10-25;-0,069;-0,105;-0,114;-0,115;-0,114;-0,064;-0,098;-0,066;-0,068;-0,044;-0,029;-0,172;-0,044;-0,038;-0,089;-0,070;-0,138;
2023-10-26;;;;;;;;;;;;;;;;;;
2023-10-27;-0,069;-0,106;-0,117;-0,117;-0,117;-0,063;-0,102;-0,061;-0,057;-0,043;-0,029;-0,165;-0,044;-0,037;-0,085;-0,070;-0,133;
2023-10-30;;;;;;;;;;;;;;;;;;
2023-10-31;-0,068;-0,104;-0,115;-0,115;-0,115;-0,062;-0,100;-0,063;-0,066;-0,041;-0,027;-0,157;-0,042;-0,036;-0,080;-0,072;-0,118;
2023-11-01;-0,066;-0,101;-0,111;-0,111;-0,110;-0,061;-0,094;;;-0,041;-0,028;-0,158;;-0,036;-0,081;-0,069;-0,120;
2023-11-02;-0,064;-0,096;-0,105;-0,105;-0,105;-0,059;-0,089;-0,060;-0,068;-0,039;-0,027;-0,145;-0,040;-0,035;-0,071;-0,062;-0,093;
2023-11-03;;;;;;;;;;;;;;;;;;
2023-11-06;-0,063;-0,096;-0,106;-0,106;-0,106;-0,058;-0,093;-0,060;-0,055;-0,039;-0,027;-0,144;-0,039;-0,035;-0,073;-0,062;-0,090;
2023-11-07;-0,063;-0,096;-0,105;-0,105;-0,105;-0,058;-0,092;-0,057;-0,058;-0,038;-0,027;-0,146;-0,039;-0,035;-0,074;-0,062;-0,081;
2023-11-08;-0,063;-0,095;-0,104;-0,105;-0,104;-0,058;-0,092;-0,056;-0,058;-0,037;-0,027;-0,145;-0,039;-0,035;-0,070;-0,062;-0,087;
2023-11-09;-0,063;-0,096;-0,105;-0,106;-0,105;-0,058;-0,094;-0,058;-0,063;-0,038;-0,027;-0,141;-0,039;-0,035;-0,067;-0,067;-0,081;
2023-11-10;-0,064;-0,097;-0,106;-0,107;-0,106;-0,059;-0,093;-0,057;-0,069;-0,039;-0,027;-0,145;-0,040;-0,036;-0,071;-0,065;-0,085;
2023-11-13;-0,063;-0,096;-0,105;-0,106;-0,105;-0,059;-0,092;-0,056;-0,064;-0,039;-0,027;-0,147;-0,040;-0,036;-0,070;-0,066;-0,083;
2023-11-14;-0,061;-0,093;-0,102;-0,103;-0,102;-0,056;-0,092;;-0,069;-0,036;-0,025;-0,132;-0,038;-0,035;-0,062;-0,066;-0,054;
2023-11-15;-0,060;-0,092;-0,101;-0,101;-0,101;-0,055;-0,093;-0,063;-0,062;-0,035;-0,026;-0,129;-0,037;-0,034;-0,057;-0,068;-0,059;
2023-11-16;;;;;;;;;;;;;;;;;;
2023-11-17;-0,059;-0,091;-0,101;-0,101;-0,101;-0,054;-0,093;-0,061;-0,076;-0,034;-0,024;-0,129;-0,036;-0,034;-0,057;-0,071;-0,057;
2023-11-20;-0,059;-0,092;-0,102;-0,103;-0,102;-0,054;-0,095;-0,064;-0,073;-0,034;-0,023;-0,126;-0,036;-0,034;-0,055;-0,072;-0,056;
2023-11-21;-0,059;-0,093;-0,104;-0,104;-0,104;-0,054;-0,098;-0,065;-0,076;-0,033;-0,023;-0,132;-0,036;-0,034;-0,057;-0,073;-0,062;
2023-11-22;-0,058;-0,090;-0,100;-0,100;-0,100;-0,054;-0,092;-0,060;-0,074;-0,033;-0,023;-0,127;-0,036;-0,034;-0,054;-0,069;-0,055;
2023-11-23;-0,058;;;;;-0,054;;-0,060;-0,070;-0,035;-0,024;-0,126;-0,036;-0,034;-0,052;-0,070;-0,049;
2023-11-24;-0,058;-0,090;-0,101;-0,101;-0,101;-0,053;-0,093;-0,062;-0,077;-0,034;-0,024;-0,127;-0,036;-0,033;-0,052;-0,073;-0,051;
2023-11-27;-0,057;-0,090;-0,101;-0,101;-0,100;-0,053;-0,093;;-0,079;-0,033;-0,023;-0,125;-0,035;-0,033;-0,052;-0,073;-0,048;
2023-11-28;-0,058;-0,092;-0,104;-0,104;-0,104;-0,053;-0,097;-0,069;-0,083;-0,033;-0,023;-0,130;-0,035;-0,033;-0,055;-0,073;-0,051;
2023-11-29;-0,056;-0,090;-0,102;-0,102;-0,102;-0,051;-0,095;-0,067;-0,093;-0,030;-0,021;-0,124;-0,033;-0,032;-0,053;-0,075;-0,046;
2023-11-30;;;;;;;;;;;;;;;;;;
2023-12-01;-0,055;-0,087;-0,098;-0,098;-0,098;-0,050;-0,090;-0,055;-0,092;-0,030;-0,020;-0,126;-0,032;-0,031;-0,051;-0,076;-0,048;
2023-12-04;-0,053;-0,087;-0,098;-0,098;-0,098;-0,048;-0,093;-0,051;-0,103;-0,028;-0,018;-0,126;-0,030;-0,030;-0,049;-0,071;-0,040;
2023-12-05;-0,052;-0,086;-0,098;-0,098;-0,098;-0,047;-0,092;-0,047;-0,109;-0,025;-0,017;-0,122;-0,029;-0,029;-0,050;-0,077;-0,032;
2023-12-06;-0,051;-0,084;-0,095;-0,095;-0,094;-0,046;;;;-0,024;;;;-0,029;-0,046;-0,074;-0,021;
2023-12-07;-0,051;-0,085;-0,096;-0,096;-0,096;-0,047;-0,090;-0,048;-0,111;-0,024;-0,016;-0,117;-0,028;-0,029;-0,048;-0,081;-0,023;
2023-12-08;-0,051;-0,083;-0,093;-0,094;-0,093;-0,047;-0,089;-0,048;-0,113;-0,025;-0,017;-0,114;-0,029;-0,030;-0,045;-0,078;-0,028;
2023-12-11;-0,050;-0,081;-0,091;-0,092;-0,091;-0,046;-0,086;-0,045;-0,113;-0,024;-0,017;-0,112;-0,029;-0,029;-0,043;-0,073;-0,023;
2023-12-12;;;;;;;;;;;;;;;;;;
2023-12-13;-0,049;-0,080;-0,091;-0,091;-0,091;-0,045;-0,085;-0,046;-0,115;-0,021;-0,015;-0,116;-0,027;-0,029;-0,045;-0,081;-0,026;
2023-12-14;-0,046;-0,077;-0,089;-0,089;-0,088;-0,042;-0,087;-0,046;-0,118;-0,020;-0,015;-0,100;-0,025;-0,028;-0,038;-0,086;-0,001;
2023-12-15;-0,046;-0,077;-0,087;-0,088;-0,087;-0,042;-0,086;-0,042;-0,111;-0,018;-0,014;-0,094;-0,024;-0,027;-0,034;-0,075;0,006;
2023-12-18;-0,046;-0,078;-0,090;-0,090;-0,090;-0,042;-0,089;-0,043;-0,120;-0,017;-0,014;-0,098;-0,023;-0,027;-0,036;-0,082;0,006;
2023-12-19;-0,045;-0,077;-0,088;-0,089;-0,088;-0,041;-0,088;-0,045;-0,122;-0,015;-0,012;-0,093;-0,023;-0,027;-0,034;-0,085;0,006;
2023-12-20;-0,044;-0,077;-0,088;-0,089;-0,088;-0,040;-0,087;-0,053;-0,121;-0,014;-0,011;-0,092;-0,022;-0,026;-0,034;-0,079;0,012;
2023-12-21;-0,045;-0,079;-0,092;-0,093;-0,092;-0,041;-0,092;-0,053;-0,123;-0,014;-0,011;-0,095;-0,022;-0,026;-0,037;-0,080;0,010;
2023-12-22;-0,045;-0,079;-0,093;-0,094;-0,093;-0,041;-0,094;-0,055;-0,141;-0,015;-0,011;-0,093;-0,022;-0,026;-0,037;-0,090;0,018;
2023-12-27;-0,044;-0,078;-0,092;-0,092;-0,092;-0,040;-0,093;-0,054;-0,136;-0,014;-0,010;-0,090;-0,021;-0,026;-0,034;-0,085;0,018;
2023-12-28;-0,043;-0,077;-0,090;-0,091;-0,090;-0,040;-0,093;-0,054;-0,126;-0,015;-0,011;-0,088;-0,022;-0,026;-0,033;-0,081;0,020;
2023-12-29;-0,043;-0,075;-0,087;-0,087;-0,087;-0,040;-0,088;-0,048;-0,119;-0,015;-0,011;-0,087;-0,022;-0,026;-0,030;-0,078;0,017;
2024-01-02;-0,043;-0,075;-0,087;-0,087;-0,087;-0,040;-0,087;-0,047;-0,122;-0,016;-0,012;-0,091;-0,022;-0,026;-0,031;-0,071;0,018;
2024-01-03;-0,044;-0,076;-0,088;-0,088;-0,088;-0,040;-0,084;-0,044;-0,121;-0,016;-0,012;-0,099;-0,023;-0,026;-0,040;-0,076;0,005;
2024-01-04;;;;;;;;;;;;;;;;;;
2024-01-05;-0,045;-0,077;-0,089;-0,089;-0,089;-0,041;-0,085;-0,037;-0,127;-0,019;-0,016;-0,097;-0,025;-0,027;-0,043;-0,077;0,007;
2024-01-08;-0,045;-0,076;-0,088;-0,088;-0,088;-0,041;-0,085;-0,042;-0,138;-0,020;-0,016;-0,094;-0,025;-0,027;-0,040;-0,071;0,009;
2024-01-09;-0,045;-0,075;-0,086;-0,087;-0,086;-0,041;-0,082;-0,039;-0,137;-0,020;-0,016;-0,090;-0,025;-0,027;-0,042;-0,075;0,008;
2024-01-10;-0,045;-0,075;-0,086;-0,086;-0,086;-0,041;-0,082;-0,039;-0,138;-0,020;-0,017;-0,090;-0,025;-0,027;-0,042;-0,076;0,008;
2024-01-11;-0,045;-0,074;-0,084;-0,084;-0,083;-0,041;-0,079;-0,036;-0,132;-0,020;-0,016;-0,088;-0,025;-0,027;-0,040;-0,078;-0,003;
