
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;storebrand emerging markets plus a;storebrand europa a;storebrand frn företagsobligation a;storebrand global all countries a;storebrand global företagsobligation a;storebrand global high dividend low volatility a;storebrand global indeks a4;storebrand global low volatility a;storebrand global multifactor a;storebrand global plus a;storebrand global solutions a;storebrand grön obligation a;storebrand japan a;storebrand kortränta a;storebrand obligation a;storebrand sverige a;storebrand sverige plus a;
2025-04-07;-0,133;-0,098;-0,016;-0,020;-0,013;;-0,096;-0,028;-0,095;-0,021;-0,093;-0,014;-0,122;-0,009;-0,004;-0,123;-0,099;
2025-04-08;-0,135;-0,089;-0,016;-0,023;-0,014;;-0,092;-0,033;-0,098;-0,024;-0,098;-0,014;-0,096;-0,009;-0,005;-0,114;-0,090;
2025-04-09;-0,137;-0,096;-0,017;0,003;-0,015;;-0,067;-0,018;-0,072;0,005;-0,076;-0,013;-0,103;-0,009;-0,004;-0,128;-0,104;
2025-04-10;-0,132;-0,085;-0,016;-0,010;-0,014;;-0,074;-0,028;-0,087;-0,009;-0,087;-0,013;-0,077;-0,009;-0,003;-0,107;-0,084;
2025-04-11;-0,122;-0,075;-0,017;0,000;-0,015;;-0,074;-0,018;-0,078;0,000;-0,075;-0,013;-0,085;-0,009;-0,002;-0,107;-0,083;
2025-04-14;-0,124;-0,072;-0,017;;-0,013;;-0,074;-0,021;-0,081;;-0,077;-0,013;-0,090;-0,009;-0,002;-0,096;-0,071;
2025-04-15;-0,114;-0,061;-0,017;;-0,013;;-0,071;-0,015;-0,074;;-0,068;-0,013;-0,077;-0,009;-0,002;-0,086;-0,062;
2025-04-16;-0,121;-0,062;-0,017;;-0,012;;-0,073;-0,021;-0,082;;-0,075;-0,013;-0,081;-0,009;-0,002;-0,090;-0,066;
2025-04-17;-0,123;-0,069;-0,017;;-0,011;;-0,077;-0,024;-0,087;;-0,079;-0,013;-0,080;-0,009;-0,003;-0,093;-0,069;
2025-04-22;-0,126;-0,068;-0,016;;-0,011;;-0,083;-0,027;-0,089;;-0,083;-0,012;-0,084;-0,009;-0,002;-0,091;-0,066;
2025-04-23;-0,112;-0,060;-0,016;;-0,011;;-0,077;-0,023;-0,079;;-0,073;-0,012;-0,075;-0,008;-0,002;-0,084;-0,059;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;;;;;;;;;;-0,064;;;;;
2025-04-29;-0,108;-0,051;-0,015;;-0,009;;-0,062;-0,015;-0,068;;-0,056;-0,011;;-0,008;-0,002;-0,080;-0,056;
2025-04-30;-0,104;-0,049;-0,015;;-0,009;;-0,060;-0,011;-0,066;;-0,058;-0,011;-0,059;-0,008;-0,001;-0,072;-0,048;
2025-05-02;-0,098;-0,044;-0,015;;-0,010;;-0,049;-0,011;-0,064;;-0,052;-0,011;-0,059;-0,008;-0,002;-0,067;-0,043;
2025-05-05;-0,093;-0,042;-0,014;;-0,010;;-0,053;-0,009;-0,063;;-0,052;-0,011;;-0,008;-0,002;-0,067;-0,043;
2025-05-06;;;;;;;;;;;;;;;;;;
2025-05-07;-0,095;-0,045;-0,014;;-0,009;;-0,056;-0,010;-0,063;;-0,054;-0,010;-0,057;-0,008;-0,001;-0,072;-0,047;
2025-05-08;-0,093;-0,043;-0,014;;-0,010;;-0,051;-0,009;-0,059;;-0,045;-0,010;-0,058;-0,008;-0,001;-0,068;-0,044;
2025-05-09;-0,091;-0,041;-0,014;;-0,010;;-0,051;-0,009;-0,057;;-0,043;-0,010;-0,051;-0,008;-0,001;-0,067;-0,043;
2025-05-12;-0,077;-0,037;-0,013;;-0,011;;-0,035;-0,004;-0,045;;-0,028;-0,011;-0,055;-0,008;-0,003;-0,053;-0,030;
2025-05-13;-0,082;-0,038;-0,013;;-0,011;;-0,034;-0,008;-0,045;;-0,026;-0,011;-0,052;-0,008;-0,003;-0,053;-0,029;
2025-05-14;-0,077;-0,037;-0,013;;-0,012;;-0,036;-0,011;-0,045;;-0,025;-0,011;-0,049;-0,008;-0,003;-0,055;-0,031;
2025-05-15;-0,075;-0,034;-0,013;;-0,011;;-0,033;-0,003;-0,043;;-0,020;-0,011;-0,051;-0,008;-0,002;-0,051;-0,028;
2025-05-16;-0,073;-0,031;-0,013;;-0,010;;-0,031;0,002;-0,037;;-0,017;-0,010;-0,050;-0,008;-0,001;-0,052;-0,028;
2025-05-19;-0,080;-0,030;-0,013;;-0,010;;-0,030;0,001;-0,041;;-0,023;-0,010;-0,052;-0,007;-0,002;-0,051;-0,028;
2025-05-20;-0,081;-0,028;-0,012;;-0,010;;-0,033;0,000;-0,042;;-0,023;-0,010;-0,052;-0,007;-0,002;-0,050;-0,026;
2025-05-21;-0,083;-0,030;-0,012;;-0,011;;-0,040;-0,007;-0,052;;-0,033;-0,010;-0,056;-0,007;-0,003;-0,052;-0,029;
2025-05-22;-0,082;-0,032;-0,012;;-0,011;;-0,042;-0,005;-0,050;;-0,036;-0,011;-0,055;-0,007;-0,003;-0,062;-0,039;
2025-05-23;-0,085;-0,038;-0,012;;-0,010;;-0,045;-0,009;-0,056;;-0,039;-0,010;-0,054;-0,007;-0,002;-0,066;-0,043;
2025-05-26;-0,085;-0,032;-0,012;;;;-0,047;;;;;-0,010;-0,051;-0,007;-0,002;-0,060;-0,036;
2025-05-27;-0,082;-0,028;-0,012;;-0,009;;-0,038;-0,001;-0,045;;-0,028;-0,009;-0,048;-0,007;-0,001;-0,059;-0,036;
2025-05-28;-0,081;-0,032;-0,012;;-0,009;;-0,038;-0,004;-0,047;;-0,032;-0,009;-0,049;-0,007;-0,001;-0,061;-0,037;
2025-05-30;-0,085;-0,031;-0,012;;-0,008;;-0,037;-0,003;-0,047;;-0,033;-0,009;-0,044;-0,007;-0,000;-0,063;-0,038;
2025-06-02;-0,089;-0,032;-0,012;;-0,009;;-0,039;-0,005;-0,049;;-0,037;-0,009;-0,047;-0,007;0,000;-0,065;-0,040;
2025-06-03;;;;;;;;;;;;;;;;;;
2025-06-04;-0,081;-0,028;-0,011;;-0,008;;-0,032;-0,004;-0,045;;-0,030;-0,008;-0,046;-0,007;0,000;-0,059;-0,035;
2025-06-05;-0,078;-0,027;-0,011;;-0,009;;-0,034;-0,005;-0,046;;-0,030;-0,008;-0,052;-0,007;0,001;-0,058;-0,034;
2025-06-09;-0,072;-0,025;-0,011;;-0,009;;;-0,003;-0,042;;-0,027;-0,008;-0,048;-0,007;-0,000;-0,058;-0,033;
2025-06-10;-0,070;-0,025;-0,011;;-0,008;;-0,028;-0,003;-0,042;;-0,025;-0,007;-0,049;-0,007;0,001;-0,056;-0,032;
2025-06-11;-0,068;-0,026;-0,011;;-0,008;;-0,029;-0,005;-0,045;;-0,025;-0,008;-0,050;-0,006;0,001;-0,059;-0,035;
2025-06-12;-0,075;-0,029;-0,010;;-0,007;;-0,031;-0,008;-0,048;;-0,029;-0,007;-0,054;-0,006;0,001;-0,063;-0,039;
2025-06-13;-0,077;-0,032;-0,010;;-0,008;;-0,038;-0,009;-0,051;;-0,032;-0,007;-0,058;-0,006;0,001;-0,068;-0,045;
2025-06-16;-0,076;-0,031;-0,010;;-0,008;;-0,034;-0,009;-0,049;;-0,029;-0,007;-0,057;-0,006;0,001;-0,064;-0,041;
2025-06-17;-0,074;-0,035;-0,010;;-0,008;;-0,038;-0,011;-0,050;;-0,033;-0,008;-0,056;-0,006;0,001;-0,069;-0,045;
2025-06-18;-0,070;-0,033;-0,010;;-0,008;;-0,035;-0,006;-0,044;;-0,030;-0,007;-0,046;-0,006;0,002;-0,069;-0,045;
2025-06-19;-0,074;-0,037;-0,010;;;;;;;;;-0,007;-0,050;-0,006;0,002;-0,072;-0,047;
2025-06-23;-0,073;-0,035;-0,010;;-0,007;;-0,029;-0,003;-0,041;;-0,028;-0,006;-0,058;-0,006;0,002;-0,074;-0,049;
2025-06-24;-0,068;-0,031;-0,010;;-0,006;;-0,028;-0,006;-0,041;;-0,026;-0,006;-0,054;-0,006;0,003;-0,069;-0,044;
2025-06-25;-0,065;-0,036;-0,009;;-0,006;;-0,031;-0,011;-0,044;;-0,027;-0,006;-0,057;-0,006;0,002;-0,070;-0,045;
2025-06-26;-0,064;-0,033;-0,009;;-0,006;;-0,031;-0,009;-0,040;;-0,024;-0,005;-0,050;-0,006;0,003;-0,069;-0,044;
2025-06-27;-0,064;-0,028;-0,009;;-0,006;;-0,026;-0,008;-0,037;;-0,022;-0,005;-0,045;-0,006;0,004;-0,059;-0,034;
2025-06-30;-0,064;-0,027;-0,009;;-0,005;;-0,024;-0,002;-0,034;;-0,020;-0,004;-0,040;-0,006;0,004;-0,063;-0,037;
2025-07-01;-0,063;-0,028;-0,009;;-0,005;;-0,026;-0,001;-0,034;;-0,020;-0,004;-0,043;-0,006;0,005;-0,062;-0,036;
2025-07-02;-0,060;-0,025;-0,009;;-0,005;;-0,022;0,000;-0,033;;-0,014;-0,004;-0,043;-0,006;0,004;-0,057;-0,031;
2025-07-03;-0,056;-0,023;-0,009;;-0,005;;-0,018;0,003;-0,029;;-0,007;-0,004;-0,045;-0,006;0,004;-0,055;-0,029;
2025-07-04;;;;;;;;;;;;;;;;;;
2025-07-07;-0,064;-0,026;-0,009;;-0,006;;-0,022;-0,001;-0,034;;-0,014;-0,005;-0,053;-0,005;0,003;-0,058;-0,032;
2025-07-08;-0,059;-0,024;-0,009;;-0,006;;-0,024;-0,000;-0,033;;-0,012;-0,005;-0,053;-0,005;0,002;-0,057;-0,030;
2025-07-09;-0,062;-0,022;-0,009;;-0,005;;-0,019;-0,001;-0,032;;-0,012;-0,005;-0,052;-0,005;0,003;-0,055;-0,028;
2025-07-10;-0,060;-0,020;-0,008;;-0,006;;-0,020;-0,001;-0,031;;-0,013;-0,005;-0,054;-0,005;0,003;-0,048;-0,021;
2025-07-11;-0,061;-0,025;-0,008;;-0,006;;-0,021;-0,005;-0,033;;-0,017;-0,005;-0,055;-0,005;0,002;-0,054;-0,027;
2025-07-14;-0,058;-0,022;-0,008;;-0,006;;-0,017;-0,001;-0,029;;-0,015;-0,005;-0,053;-0,005;0,003;-0,056;-0,029;
2025-07-15;-0,049;-0,022;-0,008;;-0,006;;-0,019;-0,001;-0,029;;-0,011;-0,005;-0,051;-0,005;0,003;-0,056;-0,028;
2025-07-16;-0,047;-0,023;-0,008;;-0,006;;-0,013;0,003;-0,026;;-0,010;-0,005;-0,049;-0,005;0,003;-0,059;-0,032;
2025-07-17;-0,047;-0,019;-0,008;;-0,006;;-0,009;0,003;-0,024;;-0,005;-0,005;-0,045;-0,005;0,003;-0,053;-0,026;
2025-07-18;-0,049;-0,022;-0,008;;-0,006;;-0,011;-0,001;-0,028;;-0,007;-0,005;-0,050;-0,005;0,002;-0,058;-0,031;
2025-07-21;-0,052;-0,024;-0,008;;-0,004;;-0,012;-0,004;-0,032;;-0,010;-0,005;;-0,005;0,002;-0,056;-0,030;
2025-07-22;-0,055;-0,026;-0,008;;-0,004;;-0,014;-0,001;-0,031;;-0,009;-0,005;-0,050;-0,005;0,002;-0,059;-0,032;
2025-07-23;-0,050;-0,022;-0,008;;-0,004;;-0,015;-0,000;-0,028;;-0,006;-0,005;-0,037;-0,005;0,003;-0,051;-0,024;
2025-07-24;-0,050;-0,019;-0,008;;-0,005;;-0,013;-0,001;-0,029;;-0,004;-0,005;-0,030;-0,005;0,002;-0,049;-0,022;
2025-07-25;-0,053;-0,021;-0,008;;-0,005;;-0,012;-0,001;-0,028;;-0,002;-0,006;-0,037;-0,005;0,001;-0,048;-0,022;
2025-07-28;-0,051;-0,023;-0,008;;-0,005;;-0,012;-0,003;-0,028;;-0,002;-0,005;-0,040;-0,005;0,001;-0,051;-0,024;
2025-07-29;-0,049;-0,023;-0,007;;-0,004;;-0,009;0,000;-0,024;;-0,001;-0,006;-0,040;-0,005;0,001;-0,050;-0,024;
2025-07-30;-0,046;-0,022;-0,007;;-0,005;;-0,010;0,001;-0,026;;-0,002;-0,006;-0,037;-0,005;0,001;-0,051;-0,025;
2025-07-31;-0,049;-0,026;-0,007;;-0,005;;-0,008;-0,001;-0,025;;-0,005;-0,006;-0,036;-0,005;0,001;-0,055;-0,029;
2025-08-01;-0,058;-0,033;-0,007;;-0,004;;-0,011;-0,004;-0,033;;-0,012;-0,005;-0,033;-0,005;0,002;-0,063;-0,037;
2025-08-04;-0,053;-0,029;-0,007;;-0,003;;-0,011;-0,000;-0,027;;-0,009;-0,005;-0,036;-0,005;0,002;-0,060;-0,034;
2025-08-05;-0,050;-0,029;-0,007;;-0,003;;-0,013;-0,001;-0,027;;-0,010;-0,005;-0,034;-0,005;0,003;-0,058;-0,031;
2025-08-06;-0,052;-0,029;-0,007;;-0,003;;-0,010;-0,002;-0,027;;-0,011;-0,005;-0,031;-0,005;0,002;-0,058;-0,032;
2025-08-07;-0,048;-0,025;-0,007;;-0,003;;-0,012;-0,003;-0,027;;-0,011;-0,004;-0,029;-0,005;0,003;-0,053;-0,027;
2025-08-08;-0,052;-0,023;-0,007;;-0,004;;-0,011;-0,002;-0,025;;-0,012;-0,005;-0,025;-0,005;0,002;-0,051;-0,025;
2025-08-11;-0,047;-0,022;-0,007;;-0,004;;-0,012;0,002;-0,023;;-0,011;-0,004;;-0,005;0,003;-0,054;-0,028;
2025-08-12;-0,050;-0,023;-0,007;;-0,004;;-0,005;-0,001;-0,021;;-0,009;-0,004;-0,020;-0,004;0,002;-0,052;-0,026;
2025-08-13;-0,045;-0,020;-0,007;;-0,003;;-0,008;0,002;-0,019;;-0,009;-0,003;-0,014;-0,004;0,003;-0,050;-0,025;
2025-08-14;-0,045;-0,017;-0,007;;-0,003;;-0,006;0,003;-0,018;;-0,009;-0,003;-0,018;-0,004;0,003;-0,049;-0,024;
2025-08-15;-0,046;-0,016;-0,007;;-0,004;;-0,006;0,001;-0,020;;-0,006;-0,004;-0,009;-0,004;0,002;-0,047;-0,023;
2025-08-18;-0,045;-0,017;-0,006;;-0,004;;;0,001;-0,019;;-0,002;-0,003;-0,010;-0,004;0,003;-0,050;-0,025;
2025-08-19;-0,045;-0,013;-0,006;;-0,003;;-0,009;0,004;-0,019;;-0,001;-0,003;-0,010;-0,004;0,003;-0,043;-0,018;
2025-08-20;-0,048;-0,011;-0,006;;-0,003;;-0,006;0,008;-0,019;;-0,002;-0,003;-0,011;-0,004;0,003;-0,044;-0,019;
2025-08-21;-0,046;-0,012;-0,006;;-0,004;;-0,009;0,008;-0,018;;-0,004;-0,004;-0,015;-0,004;0,002;-0,045;-0,020;
2025-08-22;-0,049;-0,012;-0,006;;-0,003;;-0,000;0,005;-0,015;;0,000;-0,003;-0,014;-0,004;0,003;-0,038;-0,013;
2025-08-25;-0,042;-0,014;-0,006;;-0,003;;-0,007;0,003;-0,016;;-0,002;-0,004;-0,015;-0,004;0,002;-0,042;-0,017;
2025-08-26;-0,044;-0,018;-0,006;;-0,003;;-0,004;0,003;-0,015;;-0,002;-0,003;-0,018;-0,004;0,002;-0,044;-0,019;
2025-08-27;-0,045;-0,019;-0,006;;-0,002;;-0,003;0,004;-0,013;;-0,003;-0,003;-0,019;-0,004;0,002;-0,046;-0,021;
2025-08-28;-0,051;-0,021;-0,006;;-0,003;;-0,005;0,000;-0,016;;-0,004;-0,003;-0,017;-0,004;0,001;-0,046;-0,022;
2025-08-29;-0,053;-0,024;-0,006;;-0,003;0,007;-0,009;0,000;-0,018;;-0,008;-0,003;-0,020;-0,004;0,002;-0,049;-0,024;
2025-09-01;-0,055;-0,027;-0,006;;;;;;;;;-0,003;-0,028;-0,004;0,002;-0,049;-0,024;
2025-09-02;-0,053;-0,032;-0,006;;-0,004;0,004;-0,016;;-0,022;;-0,015;-0,003;-0,026;-0,004;0,001;-0,058;-0,033;
2025-09-03;-0,052;-0,028;-0,006;;-0,003;0,003;-0,012;;-0,020;;-0,014;-0,003;-0,031;-0,004;0,001;-0,055;-0,031;
2025-09-04;-0,051;-0,024;-0,006;;-0,002;0,007;-0,010;;-0,014;;-0,009;-0,003;-0,025;-0,004;0,002;-0,053;-0,029;
2025-09-05;-0,050;-0,026;-0,006;;-0,001;0,003;-0,010;;-0,018;;-0,011;-0,002;-0,022;-0,004;0,003;-0,049;-0,025;
2025-09-08;-0,047;-0,024;-0,006;;-0,001;0,003;-0,011;;-0,017;;-0,009;-0,002;-0,020;-0,004;0,004;-0,047;-0,023;
2025-09-09;-0,042;-0,024;-0,006;;-0,001;0,002;-0,011;;-0,017;;-0,011;-0,002;-0,020;-0,004;0,003;-0,048;-0,024;
2025-09-10;-0,041;-0,028;-0,006;;-0,001;-0,003;-0,009;;-0,020;;-0,014;-0,002;-0,020;-0,004;0,003;-0,049;-0,025;
2025-09-11;-0,040;-0,025;-0,006;;-0,000;0,002;-0,007;;-0,015;;-0,010;-0,002;-0,018;-0,004;0,003;-0,048;-0,024;
2025-09-12;-0,035;-0,025;-0,006;;-0,001;-0,001;-0,009;;-0,016;;-0,012;-0,003;-0,017;-0,004;0,002;-0,047;-0,024;
2025-09-15;-0,036;-0,025;-0,005;;-0,000;-0,004;-0,007;;-0,018;;-0,012;-0,003;;-0,004;0,002;-0,047;-0,023;
2025-09-16;-0,034;-0,029;-0,005;;-0,000;-0,008;-0,010;;-0,022;;-0,015;-0,002;-0,017;-0,004;0,002;-0,051;-0,027;
2025-09-17;-0,030;-0,027;-0,005;;-0,001;-0,005;-0,012;;-0,021;;-0,012;-0,002;-0,018;-0,004;0,003;-0,050;-0,026;
2025-09-18;-0,026;-0,022;-0,005;;-0,001;-0,002;-0,008;;-0,015;;-0,003;-0,002;-0,016;-0,003;0,002;-0,046;-0,022;
2025-09-19;-0,026;-0,021;-0,005;;-0,001;-0,001;-0,002;;-0,012;;-0,001;-0,003;-0,016;-0,003;0,001;-0,046;-0,022;
2025-09-22;-0,027;-0,022;-0,005;;-0,001;-0,002;0,001;;-0,012;;-0,002;-0,003;-0,015;-0,003;0,001;-0,048;-0,024;
2025-09-23;-0,028;-0,022;-0,005;;-0,001;-0,003;-0,003;;-0,014;;-0,005;-0,003;;-0,003;0,001;-0,044;-0,020;
2025-09-24;-0,023;-0,023;-0,005;;-0,001;-0,001;-0,004;;-0,014;;-0,004;-0,003;-0,015;-0,003;0,001;-0,049;-0,026;
2025-09-25;-0,023;-0,026;-0,005;;-0,002;-0,001;-0,006;;-0,014;;-0,003;-0,003;-0,012;-0,003;-0,000;-0,054;-0,030;
2025-09-26;-0,031;-0,023;-0,005;;-0,002;0,001;-0,001;;-0,013;;-0,003;-0,003;-0,015;-0,003;0,000;-0,050;-0,027;
2025-09-29;-0,027;-0,021;-0,005;;-0,001;0,002;-0,002;;-0,012;;-0,000;-0,003;-0,017;-0,003;0,001;-0,049;-0,026;
2025-09-30;-0,025;-0,019;-0,005;;-0,001;0,005;0,001;;-0,010;;0,000;-0,003;-0,013;-0,003;0,001;-0,047;-0,023;
2025-10-01;-0,025;-0,015;-0,005;;-0,001;0,002;0,001;;-0,011;;0,000;-0,002;-0,018;-0,003;0,001;-0,044;-0,021;
2025-10-02;-0,018;-0,012;-0,005;;-0,000;0,004;-0,000;;-0,008;;0,006;-0,003;-0,017;-0,003;0,001;-0,039;-0,017;
2025-10-03;;;;;;;;;;;;;;;;;;
2025-10-06;-0,019;-0,012;-0,004;;-0,001;0,001;0,005;;-0,010;;0,004;-0,002;-0,006;-0,003;0,001;-0,033;-0,011;
2025-10-07;-0,018;-0,014;-0,004;;-0,000;0,002;0,002;;-0,010;;0,003;-0,002;-0,007;-0,003;0,001;-0,036;-0,013;
2025-10-08;-0,017;-0,011;-0,004;;-0,000;0,002;0,006;;-0,007;;0,009;-0,002;-0,010;-0,003;0,001;-0,034;-0,011;
2025-10-09;-0,011;-0,009;-0,004;;-0,001;0,005;0,006;;-0,005;;0,013;-0,002;-0,003;-0,003;0,001;-0,034;-0,012;
2025-10-10;-0,015;-0,014;-0,004;;-0,000;0,002;-0,001;;-0,014;;0,004;-0,002;-0,009;-0,003;0,002;-0,038;-0,016;
2025-10-13;-0,019;-0,012;-0,004;;0,000;0,002;0,003;;-0,010;;0,007;-0,002;;-0,003;0,003;-0,037;-0,014;
2025-10-14;-0,023;-0,011;-0,004;;0,001;0,006;0,004;;-0,008;;0,007;-0,001;-0,015;-0,003;0,003;-0,035;-0,014;
2025-10-15;-0,017;-0,010;-0,004;;0,001;0,003;0,004;;-0,009;;0,007;-0,001;-0,010;-0,003;0,004;-0,032;-0,011;
2025-10-16;-0,015;-0,009;-0,004;;0,002;-0,002;0,002;;-0,013;;0,005;-0,001;-0,008;-0,003;0,004;-0,031;-0,009;
2025-10-17;-0,020;-0,012;-0,004;;0,001;0,002;0,002;;-0,012;;0,004;-0,001;-0,011;-0,003;0,004;-0,036;-0,015;
2025-10-20;-0,014;-0,010;-0,004;;0,001;0,003;0,005;;-0,010;;0,009;-0,001;-0,002;-0,003;0,004;-0,031;-0,009;
2025-10-21;-0,014;-0,010;-0,004;;0,002;0,005;0,005;;-0,009;;0,009;-0,001;-0,004;-0,003;0,004;-0,027;-0,006;
2025-10-22;-0,016;-0,013;-0,004;;0,002;0,003;0,003;;-0,012;;0,004;-0,001;-0,005;-0,002;0,004;-0,029;-0,007;
2025-10-23;-0,016;-0,012;-0,004;;0,001;0,002;0,004;;-0,010;;0,008;-0,001;-0,011;-0,002;0,004;-0,026;-0,003;
2025-10-24;-0,013;-0,010;-0,004;;0,001;0,002;0,006;;-0,007;;0,014;-0,001;-0,008;-0,002;0,003;-0,021;0,001;
2025-10-27;-0,008;-0,009;-0,004;;0,002;0,005;0,011;;-0,004;;0,014;-0,001;-0,002;-0,002;0,003;-0,019;0,003;
2025-10-28;-0,011;-0,010;-0,004;;0,002;0,002;0,011;;-0,006;;0,013;-0,001;-0,005;-0,002;0,004;-0,022;0,001;
2025-10-29;-0,005;-0,011;-0,004;;0,001;-0,003;0,011;;-0,007;;0,012;-0,001;-0,003;-0,002;0,004;-0,024;-0,002;
2025-10-30;-0,004;-0,012;-0,004;;0,000;0,001;0,008;;-0,006;;0,011;-0,002;-0,003;-0,002;0,003;-0,023;-0,001;
2025-10-31;-0,005;-0,012;-0,003;;0,001;0,002;0,010;;-0,001;;0,015;-0,002;0,005;-0,002;0,003;-0,026;-0,003;
2025-11-03;-0,002;-0,014;-0,003;;-0,000;-0,000;0,014;;-0,002;;0,013;-0,002;;-0,002;0,002;-0,028;-0,006;
2025-11-04;-0,004;-0,013;-0,003;;0,000;0,003;0,010;;-0,003;;0,012;-0,002;0,006;-0,002;0,002;-0,031;-0,009;
2025-11-05;-0,005;-0,011;-0,003;;-0,001;0,006;0,013;;0,001;;0,019;-0,002;-0,002;-0,002;0,002;-0,030;-0,008;
2025-11-06;-0,001;-0,011;-0,003;;0,000;0,007;0,009;;-0,001;;0,016;-0,002;0,007;-0,002;0,002;-0,032;-0,010;
2025-11-07;-0,007;-0,015;-0,003;;-0,000;0,007;0,011;;-0,002;;0,014;-0,002;0,003;-0,002;0,001;-0,033;-0,011;
2025-11-10;-0,002;-0,011;-0,003;;0,000;0,007;0,012;;0,002;;0,018;-0,002;0,002;-0,002;0,001;-0,030;-0,008;
2025-11-11;-0,004;-0,007;-0,003;;;0,007;0,015;;-0,001;;0,016;-0,002;-0,000;-0,002;0,001;-0,025;-0,003;
2025-11-12;-0,004;-0,003;-0,003;;;0,009;0,014;;0,000;;0,015;-0,002;0,002;-0,002;0,001;-0,022;0,000;
2025-11-13;-0,005;-0,007;-0,003;;;0,007;0,007;;-0,008;;0,006;-0,003;0,005;-0,002;0,000;-0,026;;
2025-11-14;-0,010;-0,010;-0,003;;;0,007;0,006;;-0,007;;0,008;-0,003;0,003;-0,002;-0,000;-0,030;;
2025-11-17;-0,008;-0,013;-0,003;;;0,005;0,001;;-0,011;;0,005;-0,002;0,000;-0,002;0,000;-0,034;;
2025-11-18;-0,015;-0,019;-0,003;;;0,006;-0,000;;-0,013;;0,001;-0,002;-0,012;-0,002;0,001;-0,043;;
2025-11-19;-0,014;-0,018;-0,003;;;0,006;0,000;;-0,011;;0,004;-0,002;-0,014;-0,002;0,001;-0,040;;
2025-11-20;-0,011;-0,018;-0,003;;;0,004;-0,001;;-0,017;;-0,003;-0,002;-0,009;-0,002;0,000;-0,039;;
2025-11-21;-0,021;-0,017;-0,003;;;0,012;0,002;;-0,009;;-0,001;-0,002;-0,005;-0,002;0,001;-0,039;;
2025-11-24;-0,019;-0,016;-0,003;;;0,009;0,007;;-0,005;;0,002;-0,002;;-0,002;0,001;-0,034;;
2025-11-25;-0,016;-0,011;-0,003;;;0,014;0,012;;-0,000;;0,008;-0,002;-0,007;-0,002;0,002;-0,029;;
2025-11-26;-0,012;-0,007;-0,003;;;0,014;0,013;;0,001;;0,009;-0,002;-0,001;-0,002;0,001;-0,025;;
2025-11-27;;;;;;;;;;;;;;;;;;
2025-11-28;-0,017;-0,008;-0,003;;;0,012;0,015;;0,000;;0,008;-0,002;-0,001;-0,002;-0,000;-0,024;;
2025-12-01;-0,016;-0,008;-0,002;;;0,010;0,010;;-0,002;;0,004;-0,003;-0,004;-0,002;-0,002;-0,024;;
2025-12-02;-0,013;-0,008;-0,002;;;0,010;0,011;;-0,001;;0,006;-0,003;-0,003;-0,002;-0,002;-0,025;;
2025-12-03;-0,017;-0,010;-0,002;;;0,009;0,011;;-0,004;;0,005;-0,003;-0,005;-0,002;-0,002;-0,026;;
2025-12-04;-0,015;-0,006;-0,002;;;0,009;0,011;;-0,000;;0,009;-0,003;0,006;-0,002;-0,002;-0,020;;
2025-12-05;-0,012;-0,005;-0,002;;;0,010;0,012;;0,001;;0,009;-0,003;-0,000;-0,002;-0,002;-0,019;;
2025-12-08;-0,011;-0,007;-0,002;;;0,008;0,011;;0,001;;0,009;-0,003;0,001;-0,001;-0,003;-0,020;;
2025-12-09;-0,016;-0,009;-0,002;;;0,005;0,009;;-0,001;;0,005;-0,003;-0,005;-0,001;-0,003;-0,023;;
2025-12-10;-0,018;-0,011;-0,002;;;0,006;0,009;;0,002;;0,006;-0,004;-0,005;-0,001;-0,004;-0,023;;
2025-12-11;-0,022;-0,007;-0,002;;;0,005;0,008;;0,002;;0,006;-0,003;-0,009;-0,001;-0,003;-0,020;;
2025-12-12;-0,016;-0,008;-0,002;;;0,008;0,004;;0,000;;0,004;-0,003;-0,000;-0,001;-0,003;-0,021;;
2025-12-15;-0,021;-0,005;-0,002;;;0,010;0,005;;0,000;;0,003;-0,003;0,002;-0,001;-0,002;-0,020;;
2025-12-16;-0,028;-0,005;-0,002;;;0,007;0,004;;-0,001;;0,003;-0,003;-0,005;-0,001;-0,002;-0,022;;
2025-12-17;-0,025;-0,005;-0,002;;;0,008;0,002;;-0,004;;-0,002;-0,002;-0,007;-0,001;-0,002;-0,025;;
2025-12-18;-0,026;-0,003;-0,002;;;0,007;0,003;;-0,001;;0,001;-0,002;-0,010;-0,001;-0,001;-0,021;;
2025-12-19;-0,023;-0,002;-0,002;;;0,008;0,007;;0,001;;0,003;-0,002;-0,012;-0,001;-0,002;-0,019;;
2025-12-22;-0,021;-0,003;-0,002;;;0,007;0,007;;0,001;;0,003;-0,002;-0,009;-0,001;-0,002;-0,019;;
2025-12-23;-0,022;-0,003;-0,002;;;0,005;0,007;;0,001;;0,001;-0,002;-0,007;-0,001;-0,001;-0,019;;
2025-12-29;-0,017;-0,002;-0,001;;;0,006;0,005;;0,001;;0,002;-0,001;-0,006;-0,001;0,000;-0,016;;
2025-12-30;-0,016;0,000;-0,001;;;0,006;0,005;;0,001;;0,001;-0,001;-0,009;-0,001;0,000;-0,013;;
2026-01-02;-0,009;0,002;-0,001;;;0,003;0,006;;0,000;;0,001;-0,001;;-0,001;-0,001;-0,015;;
